PostalCode,ListingID,Longitude,Latitude,ListDate,SoldPrice,PendingDate,List_year,List_month
30305,54566389.0,-84.381216,33.823538,05-Aug-2015 00:00:00,485000.0,27-Aug-2015 00:00:00,2015.0,8.0
30305,54616290.0,-84.4143519,33.817579,06-Aug-2015 00:00:00,655500.0,09-Aug-2015 00:00:00,2015.0,8.0
30305,54617126.0,-84.4143519,33.817579,06-Aug-2015 00:00:00,655500.0,09-Aug-2015 00:00:00,2015.0,8.0
30305,54717749.0,-84.387158,33.816449,09-Aug-2015 00:00:00,764000.0,04-Sep-2015 00:00:00,2015.0,8.0
30305,54731305.0,-84.387158,33.816449,09-Aug-2015 00:00:00,764000.0,04-Sep-2015 00:00:00,2015.0,8.0
30305,54758078.0,-84.381974,33.828331,11-Aug-2015 00:00:00,600000.0,15-Aug-2015 00:00:00,2015.0,8.0
30305,54759740.0,-84.381974,33.828331,11-Aug-2015 00:00:00,600000.0,15-Aug-2015 00:00:00,2015.0,8.0
30305,54841500.0,-84.393447,33.8366,13-Aug-2015 00:00:00,1525000.0,27-Aug-2015 00:00:00,2015.0,8.0
30305,54843706.0,-84.393447,33.8366,13-Aug-2015 00:00:00,1525000.0,27-Aug-2015 00:00:00,2015.0,8.0
30305,54846501.0,-84.366901,33.833491,06-Aug-2015 00:00:00,522000.0,15-Aug-2015 00:00:00,2015.0,8.0
30305,54871463.0,-84.364903,33.8313442,14-Aug-2015 00:00:00,645000.0,22-Aug-2015 00:00:00,2015.0,8.0
30305,54872116.0,-84.364903,33.8313442,14-Aug-2015 00:00:00,645000.0,23-Aug-2015 00:00:00,2015.0,8.0
30305,54922173.0,-84.366901,33.833491,06-Aug-2015 00:00:00,522000.0,15-Aug-2015 00:00:00,2015.0,8.0
30305,54930903.0,-84.388704,33.814333,17-Aug-2015 00:00:00,420000.0,29-Aug-2015 00:00:00,2015.0,8.0
30305,54931429.0,-84.388704,33.814333,17-Aug-2015 00:00:00,420000.0,29-Aug-2015 00:00:00,2015.0,8.0
30305,54985031.0,-84.380914,33.832761,19-Aug-2015 00:00:00,278000.0,23-Aug-2015 00:00:00,2015.0,8.0
30305,54993829.0,-84.371267,33.82594,19-Aug-2015 00:00:00,582000.0,24-Aug-2015 00:00:00,2015.0,8.0
30305,55015616.0,-84.39187,33.8273367,20-Aug-2015 00:00:00,2325000.0,30-Oct-2015 00:00:00,2015.0,8.0
30305,55019060.0,-84.398633,33.81901,17-Aug-2015 00:00:00,1420000.0,11-Sep-2015 00:00:00,2015.0,8.0
30305,55019678.0,-84.3735028,33.8240153,19-Aug-2015 00:00:00,582000.0,26-Aug-2015 00:00:00,2015.0,8.0
30305,55052290.0,-84.39187,33.8273367,20-Aug-2015 00:00:00,2325000.0,30-Oct-2015 00:00:00,2015.0,8.0
30305,55054717.0,-84.3828734,33.8523821,21-Aug-2015 00:00:00,560000.0,11-Nov-2015 00:00:00,2015.0,8.0
30305,55075750.0,-84.392764,33.838158,22-Aug-2015 00:00:00,625000.0,08-Sep-2015 00:00:00,2015.0,8.0
30305,55087869.0,-84.383671,33.832595,23-Aug-2015 00:00:00,190000.0,25-Sep-2015 00:00:00,2015.0,8.0
30305,55090367.0,-84.38911,33.820314,24-Aug-2015 00:00:00,572000.0,01-Sep-2015 00:00:00,2015.0,8.0
30305,55093006.0,-84.3891866,33.8424619,22-Aug-2015 00:00:00,625000.0,09-Sep-2015 00:00:00,2015.0,8.0
30305,55189994.0,-84.366253,33.835619,27-Aug-2015 00:00:00,603250.0,30-Aug-2015 00:00:00,2015.0,8.0
30305,55229899.0,-84.366253,33.835619,28-Aug-2015 00:00:00,603250.0,31-Aug-2015 00:00:00,2015.0,8.0
30305,55244978.0,-84.399806,33.835337,28-Aug-2015 00:00:00,1750000.0,22-Sep-2015 00:00:00,2015.0,8.0
